hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
110,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,7.326602572718214,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
111,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,6.799556296023484,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
112,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,6.272510019328754,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
113,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,5.7454637426340245,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
114,0.0,2.904949990057044,0.0,2.904949990057044,0.0,0.0,0.0,0.0,2.683377590146109,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
115,0.0,0.652665968543512,0.0,0.652665968543512,0.0,0.0,0.0,0.0,1.9954072528536737,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
116,0.0,1.0554319815391855,0.0,1.0554319815391855,0.0,0.0,0.0,0.0,0.8828842605041365,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
117,0.0,1.6521634251900235,0.0,1.6521634251900235,0.8145858731380703,0.0,0.0,0.0,0.0,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
118,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
119,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.6079498188265862,0.0,Spring,LOAD_PRIORITY,60
120,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
121,0.14750432917547318,0.5,0.14750432917547318,0.5,0.3524956708245268,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
122,0.2849564820800673,0.5,0.2849564820800673,0.5,0.2150435179199327,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
123,0.4029893216437571,0.5,0.4029893216437571,0.5,0.09701067835624289,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
124,0.4935591049087669,0.5,0.4935591049087669,0.5,0.006440895091233079,0.0,0.0,0.0,0.0,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
125,0.5504936508192302,0.5,0.5504936508192302,0.5,0.0,0.0,0.0,0.0,0.04790248318979832,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
126,0.5699129641601347,0.5,0.5699129641601347,0.5,0.0,0.0,0.0,0.0,0.11422774460572227,0.8860174071679731,0.0,Spring,LOAD_PRIORITY,60
