hour_index,generation_kw,load_kw,generation_kwh,load_kwh,grid_import,grid_export,curtailed_kwh,unmet_load_kwh,soc,cloud,inverter_failed_frac,season,strategy,time_step_min
96,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
97,0.7250531952370085,0.5,0.7250531952370085,0.5,0.0,0.0,0.0,0.0,0.16079957982477833,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
98,1.4006952134256732,0.5,1.4006952134256732,0.5,0.0,0.0,0.0,0.0,0.9625694577662842,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
99,1.9808821675776642,0.5,1.9808821675776642,0.5,0.0,0.0,0.0,0.0,2.3147530088585837,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
100,2.4260752755717983,0.5,2.4260752755717983,0.5,0.0,0.0,0.0,0.0,4.0892838259121165,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
101,2.7059353628146723,0.5,2.7059353628146723,0.5,0.0,0.0,0.0,0.0,6.1293132335239235,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
102,2.8013904268513468,0.5,2.8013904268513468,0.5,0.0,0.0,0.0,0.0,8.259899266101666,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
103,2.7059353628146727,0.5,2.7059353628146727,0.5,0.0,0.0,0.0,0.0,10.299928673713474,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
104,2.4260752755717987,0.5,2.4260752755717987,0.5,0.0,0.0,0.0,0.0,12.074459490767007,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
105,1.9808821675776642,0.5,1.9808821675776642,0.5,0.0,0.0,0.0,0.0,13.477052966143088,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
106,1.4006952134256743,0.5,1.4006952134256743,0.5,0.0,0.8765069159147272,0.0,0.0,13.5,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
107,0.7250531952370093,0.5,0.7250531952370093,0.5,0.0,0.22505319523700928,0.0,0.0,13.5,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
108,3.4307138194055397e-16,0.5,3.4307138194055397e-16,0.5,0.0,0.0,0.0,0.0,12.97295372330527,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
109,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,12.44590744661054,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
110,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.918861169915811,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
111,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,11.391814893221081,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
112,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.864768616526352,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
113,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10.337722339831622,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
114,0.0,1.2705885922496933,0.0,1.2705885922496933,0.0,0.0,0.0,0.0,8.998404366319622,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
115,0.0,2.3193749009934956,0.0,2.3193749009934956,0.0,0.0,0.0,0.0,6.553568554663963,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
116,0.0,1.9334765894499581,0.0,1.9334765894499581,0.0,0.0,0.0,0.0,4.515505279571912,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
117,0.0,2.0663626482079303,0.0,2.0663626482079303,0.0,0.0,0.0,0.0,2.337367799493809,0.43972191462973065,0.0,Spring,CHARGE_PRIORITY,60
